"gr.income" "height" "age" "duration" "married" "gender" "german" "abitur"
"3725" 2600 182 33 10 0 1 1 1
"3726" 1400 194 53 31 1 0 1 0
"3727" 1400 170 48 15.6 1 1 1 0
"3728" 1500 193 34 12.4 1 0 1 0
"3729" 1300 183 44 0.9 1 0 1 0
"3730" 1050 163 37 0.9 1 1 0 1
"3731" 2000 172 31 13.4 1 0 1 0
"3732" 2225 162 33 12 0 1 1 1
"3733" 1676 153 59 29.8 1 1 1 0
"3734" 1500 172 26 2 0 1 1 1
"3735" 2600 190 27 0.5 0 0 1 1
"3736" 2608 180 30 5.8 1 0 1 1
"3737" 2550 158 53 10.8 1 1 1 0
"3738" 2552 182 43 17.5 1 0 1 1
"3739" 2426 186 30 8 1 0 1 1
"3740" 4346 178 35 0.3 1 0 1 1
"3741" 2056 180 33 11.3 0 1 1 0
"3742" 2900 181 40 9.8 1 0 1 0
"3743" 500 168 40 0.4 1 1 1 0
"3744" 2300 169 30 8.5 1 1 1 1
"3745" 4100 189 32 2 1 0 1 1
"3746" 2731 175 36 0.3 1 0 1 0
"3747" 1138 172 33 2.6 1 1 1 0
"3748" 2450 197 33 12 1 0 1 0
"3749" 3400 172 55 24.9 0 0 1 0
"3750" 2300 168 52 10.2 0 1 1 0
"3751" 1700 182 49 4.4 0 0 1 1
"3752" 2700 180 30 3.6 1 1 1 1
"3753" 1446 160 36 0.7 0 1 1 0
"3754" 2500 169 33 4.4 0 1 1 1
"3755" 6175 200 41 3.3 1 0 1 1
"3756" 1850 172 53 28.1 0 1 1 0
"3757" 2800 180 45 1.8 1 0 0 1
"3758" 2100 157 43 21 1 1 0 0
"3759" 2700 181 30 5 0 0 1 1
"3760" 2074 180 29 6 1 0 1 0
"3761" 1500 187 33 0.3 0 0 1 1
"3762" 1950 161 51 6.2 1 1 1 1
"3763" 900 168 28 2.8 1 1 1 0
"3764" 3200 178 60 19.3 1 0 1 0
"3765" 2182 173 30 2.7 0 0 1 0
"3766" 4000 183 44 24 1 0 1 0
"3767" 3500 170 48 17.5 1 0 1 0
"3768" 240 178 44 0.6 1 1 1 1
"3769" 2000 180 30 6.9 1 0 1 1
"3770" 5300 180 35 3.8 1 0 1 0
"3771" 1462 170 46 16.8 1 1 1 0
"3772" 3500 191 57 1.7 0 0 1 0
"3773" 767 186 73 6.3 0 0 1 1
"3774" 2350 180 31 12.6 1 0 0 0
"3775" 2100 175 46 1.8 1 1 1 0
"3776" 2200 178 28 1.8 0 0 1 0
"3777" 325 171 25 6 0 1 1 0
"3778" 2100 170 42 3.1 1 0 1 0
"3779" 2566 180 59 12.4 1 0 1 0
"3780" 2700 175 44 11 1 0 1 0
"3781" 2100 165 48 7.9 1 1 1 0
"3782" 2900 178 37 7.4 1 0 1 0
"3783" 1022 160 58 29.8 1 1 1 0
"3784" 2500 186 51 15.2 1 0 1 0
"3785" 2300 175 50 15.7 1 1 1 0
"3786" 1000 169 53 6.5 1 1 1 0
"3787" 250 171 55 1.2 0 1 1 0
"3788" 1850 180 41 4 1 0 1 0
"3789" 1900 185 35 2.6 1 0 1 0
"3790" 1900 178 47 25.8 1 0 1 0
"3791" 2200 172 38 1.3 1 0 1 0
"3792" 1600 158 36 0.9 1 1 1 0
"3793" 1700 158 58 4.1 1 0 1 0
"3794" 320 152 55 3.8 1 1 1 0
"3795" 1500 176 34 0.1 1 0 1 0
"3796" 1500 156 26 1.4 1 1 1 0
"3797" 1900 176 49 1.8 1 0 1 0
"3798" 320 165 43 3.8 1 1 1 0
"3799" 325 150 38 0.3 1 1 0 0
"3800" 3500 165 47 10.6 0 1 1 1
"3801" 1900 177 36 6.1 1 0 0 0
"3802" 2100 172 50 0.9 1 0 0 0
"3803" 4800 184 34 5.7 1 0 1 1
"3804" 300 170 30 2 0 0 1 1
"3805" 1960 167 35 10.1 0 1 1 0
"3806" 325 172 35 6.3 1 1 0 1
"3807" 3200 187 38 10 1 0 1 0
"3808" 2147 178 44 3.1 1 0 1 0
"3809" 580 160 40 4.4 1 1 1 0
"3810" 1750 172 55 10 1 1 1 1
"3811" 4800 178 41 18.4 1 0 1 0
"3812" 296 168 40 6.8 1 1 1 0
"3813" 4045 180 52 9.1 1 0 1 0
"3814" 2465 178 43 7.1 1 0 1 1
"3815" 865 157 37 1.6 1 1 1 0
"3816" 3070 172 37 13 1 0 1 1
"3817" 300 171 34 1.8 1 1 1 0
"3818" 1610 162 53 21.3 1 1 1 0
"3819" 2466 175 53 2.2 0 1 1 0
"3820" 3500 182 50 0.1 1 0 1 1
"3821" 325 162 38 2.8 1 1 1 1
"3822" 325 158 63 31.9 1 1 1 0
"3823" 2900 186 45 1.4 1 0 1 0
"3824" 2400 170 42 23 1 1 1 0
"3825" 470 176 41 10.4 1 1 1 1
"3826" 2322 180 36 13.2 1 0 1 0
"3827" 2500 176 38 20 1 0 0 0
"3828" 305 172 35 0.4 1 1 1 0
"3829" 2000 190 32 14 0 0 1 0
"3830" 2500 182 55 32.5 1 0 1 0
"3831" 750 160 50 6.1 1 1 1 0
"3832" 2500 185 22 3 0 0 1 0
"3833" 1400 178 45 5.3 1 0 1 0
"3834" 2800 162 41 5.8 1 1 1 0
"3835" 869 168 21 1 0 1 1 0
"3836" 2000 175 46 23.7 1 0 1 0
"3837" 2000 167 42 10 1 1 1 0
"3838" 3000 172 43 15.6 1 0 1 0
"3839" 1000 162 38 6.2 1 1 1 0
"3840" 1769 154 41 9.2 1 1 1 0
"3841" 2550 183 39 0.6 0 0 1 0
"3842" 4100 186 39 20 1 0 1 1
"3843" 1300 169 40 2.3 1 1 1 0
"3844" 1550 162 30 1.8 0 1 1 0
"3845" 2200 180 29 10 1 0 0 0
"3846" 1450 179 23 1.8 1 0 0 0
"3847" 1300 160 21 2.3 1 1 0 0
"3848" 2695 170 37 13.3 1 0 1 0
"3849" 820 168 31 12 1 1 1 0
"3850" 1150 155 57 11.6 1 1 1 0
"3851" 1789 158 25 0.8 0 1 1 1
"3852" 2358 169 29 0.5 0 1 1 1
"3853" 2200 182 27 4.7 0 0 1 0
"3854" 2606 179 34 3.8 0 0 1 1
"3855" 2750 179 52 20 1 0 1 0
"3856" 2400 182 41 17.2 1 0 1 0
"3857" 1278 168 44 20.3 1 1 1 1
"3858" 3400 180 48 31 1 0 1 0
"3859" 6500 182 45 19.8 1 0 1 1
"3860" 1330 167 45 10.9 1 1 1 0
"3861" 2576 172 40 13.8 1 0 1 0
"3862" 5800 190 41 3.3 1 0 1 1
"3863" 1932 163 37 6.8 0 1 1 0
"3864" 2700 178 34 1.8 0 0 1 1
"3865" 1900 175 38 2.1 1 0 0 1
"3866" 1900 168 34 0.3 1 1 0 1
"3867" 1738 178 28 3.2 1 0 1 0
"3868" 2608 180 32 4.6 0 0 1 1
"3869" 2400 180 59 29.8 0 0 1 0
"3870" 2324 158 59 17.1 0 1 1 0
"3871" 3208 180 37 10.7 0 0 1 0
"3872" 1900 185 37 1.9 0 1 1 1
"3873" 1248 153 35 11.9 0 1 1 0
"3874" 3000 175 33 0.3 1 0 1 0
"3875" 6500 173 42 7.3 1 0 1 1
"3876" 1770 164 42 17.1 1 1 1 1
"3877" 8300 183 40 1.1 1 0 1 1
"3878" 5200 186 48 9.3 0 0 0 1
"3879" 3700 179 40 1.2 0 0 1 1
"3880" 1604 172 45 2.2 1 1 0 0
"3881" 4069 180 57 15.4 0 0 1 1
"3882" 4400 174 56 4.7 0 0 1 1
"3883" 2500 184 28 1 0 0 1 1
"3884" 1870 175 36 0.9 1 0 1 1
"3885" 2000 170 38 0.5 1 0 1 0
"3886" 1400 170 42 1.9 0 0 1 0
"3887" 1800 154 39 0.1 0 1 1 0
"3888" 2600 166 36 14.2 1 0 0 0
"3889" 1558 169 46 1.2 0 1 1 1
"3890" 1785 165 40 20.2 0 1 1 0
"3891" 1800 182 54 6.8 1 0 0 1
"3892" 300 160 35 5.2 1 1 0 1
"3893" 5052 193 53 25.8 0 0 1 1
"3894" 5000 185 43 8.6 1 0 1 1
"3895" 3800 181 39 12.5 1 0 1 1
"3896" 3600 183 46 17.1 1 0 1 1
"3897" 1200 163 40 19 1 1 1 0
"3898" 2050 160 39 12.3 1 1 1 0
"3899" 1400 165 28 0.3 1 0 0 0
"3900" 1840 183 39 19.1 1 0 1 0
"3901" 1208 171 60 29.8 0 1 1 0
"3902" 325 156 78 17 0 1 1 0
"3903" 5000 172 40 9.8 1 0 1 1
"3904" 4200 180 41 10.3 1 0 1 1
"3905" 1050 157 56 22.1 1 1 1 0
"3906" 2700 170 44 19.4 1 1 1 1
"3907" 5642 177 55 11.2 1 0 1 1
"3908" 3860 160 49 0.3 1 1 1 0
"3909" 2300 170 27 0.6 0 1 1 1
"3910" 2403 180 33 7.8 1 0 1 0
"3911" 2286 160 33 4.3 0 1 1 0
"3912" 4500 180 39 17.3 1 0 1 0
"3913" 1045 176 34 8.5 1 1 1 1
"3914" 3000 178 22 0.8 0 1 1 1
"3915" 2400 170 61 23.7 0 1 1 0
"3916" 3500 161 37 0 1 0 1 0
"3917" 2620 164 54 20.8 1 1 1 1
"3918" 5769 174 52 27.2 1 0 1 1
"3919" 2200 187 37 1.4 1 0 1 1
"3920" 3500 188 45 26 0 0 1 0
"3921" 3400 176 54 36 1 0 1 0
"3922" 1400 170 50 32 1 1 1 0
"3923" 4200 173 44 3.2 1 1 0 1
"3924" 2000 164 36 0.3 1 1 0 1
"3925" 3700 180 44 21 1 0 1 0
"3926" 5982 182 57 31.9 1 0 1 1
"3927" 6200 183 45 3.8 1 0 1 0
"3928" 2500 167 51 2.8 1 0 0 1
"3929" 325 160 43 0.9 1 1 0 0
"3930" 2500 190 39 17.1 1 0 1 0
"3931" 2596 173 37 1.4 0 1 1 1
"3932" 850 169 44 8.3 1 1 1 0
"3933" 4500 170 59 18.3 0 1 1 1
"3934" 2500 183 51 7.3 1 0 1 0
"3935" 2066 165 27 3.8 0 1 1 0
"3936" 2900 185 39 13.2 1 0 1 0
"3937" 820 161 28 0.7 1 1 1 0
"3938" 2500 175 41 1.1 1 0 1 0
"3939" 1300 160 35 8.9 1 1 1 0
"3940" 2860 193 49 10.3 0 0 1 0
"3941" 4000 157 46 1.3 1 1 1 1
"3942" 2100 170 58 35.4 1 0 1 0
"3943" 325 168 55 3.9 1 1 1 0
"3944" 1450 190 24 2.3 0 0 1 0
"3945" 14000 180 57 8.3 1 0 0 1
"3946" 2500 180 48 0.8 1 0 1 1
"3947" 1270 168 43 1.4 0 1 1 1
"3948" 4100 165 38 12.3 1 1 1 1
"3949" 971 163 47 2 1 1 1 0
"3950" 322 165 35 2.3 1 1 1 1
"3951" 1900 165 26 3 1 0 0 0
"3952" 4500 172 30 10 1 0 0 0
"3953" 1000 158 29 0.9 1 1 0 0
"3954" 2500 178 41 5.8 1 0 1 0
"3955" 600 176 43 12.2 1 1 1 0
"3956" 325 173 46 12.6 1 1 1 0
"3957" 2800 170 44 23 0 0 1 0
"3958" 820 167 45 5.9 1 1 1 0
"3959" 3600 186 29 3.2 0 0 1 1
"3960" 1600 170 45 1.8 0 0 1 0
"3961" 4200 180 46 18.2 1 0 1 1
"3962" 6200 176 48 0.8 1 0 1 1
"3963" 3000 178 35 2.5 0 0 1 1
"3964" 2800 189 37 14 1 0 1 0
"3965" 1175 170 33 1.4 1 1 1 0
"3966" 6647 160 54 23.9 1 0 1 0
"3967" 1685 156 57 9.6 1 1 1 1
"3968" 3200 182 37 2.2 0 0 1 0
"3969" 3707 183 42 0.3 1 0 1 1
"3970" 180 159 39 1.6 1 1 1 1
"3971" 1636 148 37 0.8 1 1 1 0
"3972" 1028 164 59 2.8 1 1 1 0
"3973" 2761 178 53 32.2 1 0 1 0
"3974" 2096 161 48 10.9 1 1 1 0
"3975" 1240 167 61 3.2 1 1 1 0
"3976" 82 166 50 15.9 1 1 1 0
"3977" 2400 164 24 0.5 0 1 1 1
"3978" 1900 180 23 0.1 1 0 1 0
"3979" 2600 173 42 10 1 1 1 0
"3980" 2400 187 41 12.3 1 0 1 1
"3981" 2600 159 43 24.8 0 1 1 0
"3982" 2199 165 57 28.8 1 1 1 0
"3983" 3068 186 54 24.8 1 0 1 0
"3984" 409 166 52 0.1 1 1 1 0
"3985" 1250 160 41 0.8 1 1 1 0
"3986" 3250 180 51 21.7 1 0 1 0
"3987" 730 152 38 5.6 1 1 1 0
"3988" 1600 165 41 6.7 1 0 1 0
"3989" 3100 168 43 11.5 0 1 1 0
"3990" 2345 167 54 7.8 1 0 1 0
"3991" 1350 158 50 11 1 1 1 1
"3992" 2800 162 29 0.6 0 1 1 1
"3993" 2800 194 27 0.7 0 0 1 1
"3994" 2500 185 45 14.3 1 0 1 0
"3995" 2000 170 47 10.6 1 1 1 0
"3996" 3050 180 25 4 0 0 1 0
"3997" 2500 179 44 22.7 1 0 1 0
"3998" 1000 160 42 10.2 1 1 1 0
"3999" 2350 180 49 20.8 1 0 1 0
"4000" 180 175 66 0.2 1 0 1 0
"4001" 1250 174 32 0.4 0 0 1 1
"4002" 3400 185 39 10 0 0 1 0
"4003" 1679 163 33 9.4 0 1 1 0
"4004" 1170 180 25 0 0 1 1 1
"4005" 2300 157 31 8.4 0 1 1 0
"4006" 2863 185 34 15.3 1 0 0 0
"4007" 325 175 33 3.3 1 1 0 1
"4008" 2079 169 51 8.7 0 1 1 0
"4009" 1900 172 35 1.4 0 0 1 1
"4010" 1523 186 51 0.5 0 0 1 0
"4011" 1400 170 25 0.5 1 1 1 1
"4012" 2300 178 30 10 1 0 1 0
"4013" 1300 170 21 1.6 0 1 1 0
"4014" 1740 172 40 20 0 0 1 0
"4015" 1096 159 27 4 0 1 1 0
"4016" 3200 168 47 15.2 1 0 1 0
"4017" 1573 169 37 12.5 0 1 1 0
"4018" 2000 182 45 2.1 1 0 1 0
"4019" 325 175 33 1.5 1 1 0 1
"4020" 2200 180 46 23.3 1 0 1 0
"4021" 524 172 44 1.5 1 1 1 0
"4022" 4300 190 55 30.8 1 0 1 0
"4023" 766 168 48 0.4 1 1 1 0
"4024" 1900 178 54 23.5 1 0 1 0
"4025" 1800 178 24 0.5 0 0 1 1
"4026" 1950 183 41 17.5 1 0 1 0
"4027" 325 174 36 4.4 1 1 1 0
"4028" 3000 175 60 23.8 1 0 1 0
"4029" 1327 160 42 1 1 1 1 0
"4030" 2586 179 47 21.6 1 0 1 0
"4031" 6500 180 49 24.8 1 0 1 0
"4032" 823 158 46 7.5 1 1 1 0
"4033" 322 175 58 0.8 1 0 1 0
"4034" 2307 176 39 16.8 1 0 1 0
"4035" 322 158 31 3.1 1 1 1 0
"4036" 3055 168 38 11.9 0 1 1 1
"4037" 2900 184 46 28 0 0 1 0
"4038" 1043 176 52 27.3 1 1 1 0
"4039" 1946 174 26 3.8 0 1 1 1
"4040" 2500 195 29 3.5 0 0 1 0
"4041" 1700 176 35 2.6 1 0 1 1
"4042" 2200 170 32 11.7 1 1 1 0
"4043" 1700 160 51 8.8 1 1 1 0
"4044" 766 166 48 10 1 1 1 0
"4045" 1788 175 46 12.2 1 1 1 0
"4046" 2346 178 49 18.6 1 0 1 0
"4047" 2700 192 41 12.3 1 0 1 1
"4048" 4100 182 34 3.9 1 0 1 0
"4049" 2000 186 25 1.7 1 0 1 0
"4050" 325 156 30 1 1 1 1 0
"4051" 4500 191 41 23.4 1 0 1 1
"4052" 325 166 44 1.3 1 1 1 1
"4053" 4800 182 42 8.8 1 0 1 1
"4054" 1400 158 49 0.9 0 1 1 0
"4055" 1600 180 23 0.4 0 0 1 0
"4056" 2000 176 45 1.8 1 0 1 0
"4057" 1880 178 49 6.3 1 0 1 0
"4058" 2500 165 31 1 0 1 1 0
"4059" 3800 182 44 0.5 1 0 1 0
"4060" 325 164 42 4.1 1 1 1 0
"4061" 3480 184 38 3.4 0 1 1 0
"4062" 2100 172 39 4.4 0 0 1 0
"4063" 3000 180 61 43 0 0 1 0
"4064" 1210 161 45 10.4 1 1 1 0
"4065" 3000 170 62 40 1 0 1 0
"4066" 1382 165 54 36.3 1 1 1 0
"4067" 3500 180 48 8.8 1 0 1 0
"4068" 2600 174 42 6.1 1 0 1 0
"4069" 220 175 37 0.6 1 1 1 0
"4070" 180 155 66 9.8 1 1 1 0
"4071" 2647 168 29 2.8 0 1 1 1
"4072" 2500 183 33 6.5 1 0 1 0
"4073" 2200 176 51 11.3 1 0 1 0
"4074" 2350 187 29 9 0 0 1 0
"4075" 1700 170 51 10.6 0 1 1 0
"4076" 2500 182 41 17.2 0 0 1 0
"4077" 2940 190 39 16.9 0 0 1 0
"4078" 3579 183 41 11.1 1 0 1 0
"4079" 2786 176 40 19 1 1 1 1
"4080" 670 172 38 15.9 1 1 1 0
"4081" 500 160 42 1.9 1 1 1 0
"4082" 2100 186 25 1 1 0 1 0
"4083" 3980 187 44 8.9 0 0 1 1
"4084" 3864 171 40 11.2 1 0 1 0
"4085" 2820 179 49 19 1 0 1 0
"4086" 3800 176 36 15.8 1 0 1 0
"4087" 3000 172 47 8.7 1 0 1 0
"4088" 700 169 42 0.7 1 1 1 0
"4089" 2412 168 59 22.3 1 0 1 0
"4090" 1734 164 48 25.2 1 1 1 0
"4091" 2250 178 44 12.2 0 1 1 1
"4092" 1653 160 53 0.6 1 0 1 0
"4093" 1650 162 50 9.5 1 1 1 0
"4094" 2000 182 33 2.6 1 0 1 0
"4095" 2000 176 36 8.8 1 0 1 0
"4096" 5600 170 51 15.4 1 0 0 1
"4097" 610 179 41 7.6 1 1 1 1
"4098" 2800 170 53 35 0 0 1 0
"4099" 4000 182 37 20 1 0 1 0
"4100" 2800 177 47 13.9 1 0 1 0
"4101" 996 172 40 8.1 1 1 1 0
"4102" 2300 196 42 21.9 1 0 1 0
"4103" 1500 158 42 19.3 1 1 1 0
"4104" 2700 165 56 29.4 1 0 1 0
"4105" 1200 160 53 32 1 1 1 1
"4106" 3000 176 43 17.1 1 0 1 0
"4107" 325 156 41 0.8 1 1 1 0
"4108" 5500 185 48 0.4 1 0 1 1
"4109" 325 165 31 0.2 1 1 1 0
"4110" 2200 183 37 6.9 1 0 1 0
"4111" 3000 175 38 20 1 0 1 0
"4112" 1142 175 44 1.5 1 1 1 0
"4113" 2150 170 29 9.2 1 1 0 0
"4114" 3300 183 40 2 1 0 1 0
"4115" 1600 179 39 2.3 1 1 1 0
"4116" 8500 183 47 15.6 1 0 1 1
"4117" 2100 180 42 20.8 1 0 1 0
"4118" 4000 188 38 2.3 1 0 1 1
"4119" 3400 178 56 31.8 1 0 1 0
"4120" 2000 172 58 22.3 1 1 1 0
"4121" 4600 182 60 35.3 1 0 1 0
"4122" 2000 158 62 8.8 1 1 1 0
"4123" 1650 178 35 0.9 1 0 1 1
"4124" 3300 194 37 0.9 1 0 1 0
"4125" 2100 176 47 29.1 1 0 1 0
"4126" 1200 164 40 14.8 1 1 1 0
"4127" 5510 175 49 19.8 0 1 1 1
"4128" 4000 168 48 0.3 1 0 1 1
"4129" 2900 165 40 4 1 1 1 1
"4130" 5300 178 44 16.3 1 0 1 1
"4131" 1250 165 51 7.8 1 1 1 0
"4132" 200 172 21 1 0 1 1 1
"4133" 4500 178 39 1.4 1 0 1 1
"4134" 6500 180 53 21.6 1 0 1 1
"4135" 3650 170 52 17.5 1 0 1 0
"4136" 1720 176 31 0.3 0 0 1 0
"4137" 510 166 47 0.9 1 1 1 0
"4138" 2600 161 31 5.3 1 1 1 1
"4139" 1400 168 21 1.1 0 1 1 0
"4140" 2000 162 36 3.3 0 1 1 0
"4141" 3600 178 52 14.1 1 0 1 0
"4142" 2490 178 39 18 1 0 1 0
"4143" 322 165 37 12.7 1 1 1 0
"4144" 550 168 54 4 0 0 1 1
"4145" 2150 166 29 1.3 0 1 1 0
"4146" 2100 168 41 6.9 0 1 1 1
"4147" 2800 175 56 4.3 1 0 1 0
"4148" 2300 170 43 21.7 1 0 1 0
"4149" 2100 168 39 11.6 1 1 1 0
"4150" 1900 170 44 2.5 1 1 1 0
"4151" 2400 176 52 20.5 0 1 1 0
"4152" 41 154 65 0.3 0 1 1 0
"4153" 2000 178 57 20.5 1 0 1 0
"4154" 325 154 44 0.8 1 1 1 0
"4155" 2600 186 40 1.5 1 0 1 0
"4156" 325 164 40 3.8 1 1 1 0
"4157" 1500 169 35 1.1 1 1 1 0
"4158" 2670 170 53 26.3 0 0 1 0
"4159" 1800 180 35 0.3 0 0 1 0
"4160" 1700 170 43 17.8 1 1 1 0
"4161" 481 200 24 0 0 0 1 1
"4162" 1600 170 32 10 1 0 1 0
"4163" 1600 160 27 8 1 1 1 0
"4164" 1750 167 32 1.8 0 1 1 1
"4165" 2000 183 25 2.7 0 0 1 0
"4166" 2600 175 34 13 1 0 1 0
"4167" 325 160 32 9.8 1 1 1 0
"4168" 2700 172 58 9.8 1 0 1 0
"4169" 1970 168 42 1.1 1 1 1 0
"4170" 1790 165 55 10.9 0 1 1 0
"4171" 2541 146 29 1.9 1 1 0 0
"4172" 325 174 42 0.1 0 1 1 0
"4173" 2100 182 47 21.9 0 0 1 0
"4174" 2500 179 40 15.3 0 0 1 0
"4175" 3000 175 42 17.3 0 0 1 0
"4176" 305 156 44 20.6 0 1 1 0
"4177" 4100 186 48 29.8 1 0 1 1
"4178" 1200 174 46 25 1 1 1 0
"4179" 600 176 40 0.8 0 1 1 0
"4180" 4000 178 60 28.6 1 0 1 0
"4181" 1500 160 60 20.3 1 1 1 0
"4182" 2800 171 36 1.4 0 0 1 1
"4183" 4500 175 41 12.5 1 0 1 1
"4184" 3200 175 29 3.4 0 0 1 1
"4185" 2300 167 47 27 0 1 1 0
"4186" 6500 183 46 11.8 1 0 1 1
"4187" 2800 164 47 0.7 1 1 1 1
"4188" 3000 169 33 4.8 0 1 1 1
"4189" 300 160 42 2.8 0 1 1 0
"4190" 285 185 49 14.4 0 0 1 0
"4191" 879 174 49 6.3 1 1 1 1
"4192" 4090 186 25 0.5 0 0 1 1
"4193" 325 175 45 1 1 1 1 1
"4194" 3500 179 53 34 1 0 1 0
"4195" 3200 164 35 14 1 1 1 0
"4196" 2700 180 47 9.8 0 0 1 0
"4197" 3300 203 34 12.5 1 0 1 0
"4198" 2800 176 29 1.1 1 1 1 0
"4199" 3504 180 54 23.4 0 0 1 1
"4200" 4000 180 32 3.2 1 0 1 1
"4201" 2600 158 57 16.3 1 1 1 0
"4202" 3981 174 52 30 1 0 1 0
"4203" 310 172 46 28 1 1 1 0
"4204" 2305 168 23 4.6 0 1 1 0
"4205" 2841 156 46 10.9 1 1 1 1
"4206" 4674 186 53 22.6 1 0 1 0
"4207" 1500 170 34 0.5 0 1 1 0
"4208" 6000 186 40 13.7 1 0 1 1
"4209" 2490 163 53 5.2 1 1 1 0
"4210" 4000 176 28 1.8 0 0 1 1
"4211" 750 160 42 1.2 1 1 1 1
"4212" 7200 178 52 23 1 0 1 1
"4213" 473 168 50 26.3 1 1 1 0
"4214" 3100 188 36 9.4 1 0 1 1
"4215" 5000 175 36 8.6 0 0 1 1
"4216" 3500 180 32 1 1 0 1 1
"4217" 1700 170 40 19 1 0 1 0
"4218" 1900 162 29 1.3 1 1 1 1
"4219" 2550 183 34 5.7 0 0 1 0
"4220" 2999 160 33 5.8 0 1 1 0
"4221" 2500 174 31 5.7 0 1 1 0
"4222" 2500 192 30 5.3 0 0 1 0
"4223" 2700 172 33 6.7 0 1 1 0
"4224" 2200 167 44 6.8 0 1 1 1
"4225" 1800 182 23 2 0 0 1 0
"4226" 310 160 26 1.1 0 1 1 0
"4227" 4258 195 37 6.5 1 0 1 1
"4228" 1116 167 33 12.8 1 1 1 0
"4229" 1480 180 56 7.8 1 1 1 0
"4230" 1900 176 25 4 0 1 1 0
"4231" 1765 173 50 2.8 1 0 1 1
"4232" 1938 163 48 16.8 1 1 1 1
"4233" 1267 165 55 9.3 1 1 1 0
"4234" 1600 170 28 8 0 0 1 0
"4235" 2100 174 37 3.1 1 0 0 0
"4236" 630 160 39 14.4 1 1 0 0
"4237" 1658 162 27 3.2 1 0 0 0
"4238" 1285 150 22 2 1 1 0 0
"4239" 3750 160 33 1.2 0 1 1 1
"4240" 1300 155 49 24.8 1 1 1 1
"4241" 2400 165 59 31.3 1 1 1 0
"4242" 2500 175 22 3 0 0 1 0
"4243" 3100 160 57 36.3 1 0 0 0
"4244" 3500 180 26 4.7 0 0 0 0
"4245" 300 170 40 1 0 1 1 0
"4246" 4400 192 37 11.3 1 0 1 1
"4247" 4000 178 45 0.5 1 0 1 0
"4248" 1500 168 44 8.6 1 1 1 0
"4249" 3500 182 47 25.3 1 0 1 0
"4250" 1070 178 45 12.6 1 1 1 0
"4251" 5580 193 43 16.3 1 0 1 1
"4252" 5000 167 57 29.7 1 0 1 0
"4253" 2400 161 23 1 0 1 1 1
"4254" 2200 173 39 9 0 1 1 0
"4255" 2800 164 49 4.4 1 0 1 0
"4256" 1500 164 45 1.1 1 1 1 0
"4257" 1300 164 52 16.7 0 1 1 0
"4258" 150 165 74 14.3 0 1 1 0
"4259" 325 165 51 27.7 1 1 1 0
"4260" 2200 170 60 37 1 0 1 0
"4261" 2800 170 47 11.3 1 0 1 0
"4262" 900 164 43 5.4 1 1 1 0
"4263" 1900 160 22 3 0 1 1 0
"4264" 600 167 35 1 1 1 1 1
"4265" 2300 170 22 1 0 1 1 1
"4266" 997 168 33 0.3 1 1 0 0
"4267" 2200 160 44 7.9 0 1 1 1
"4268" 325 166 50 6.8 1 1 1 0
"4269" 3800 188 50 14 1 0 1 0
"4270" 1600 178 24 3.3 0 0 1 0
"4271" 1867 165 25 0.3 0 1 1 0
"4272" 2100 180 42 4.8 1 0 1 0
"4273" 3127 176 43 13.5 0 0 1 0
"4274" 5000 173 51 31.8 1 0 1 0
"4275" 325 168 46 11.4 1 1 1 0
"4276" 320 166 43 2.2 1 1 1 0
"4277" 3900 186 43 26 1 0 1 0
"4278" 325 160 30 3.4 0 1 1 0
"4279" 3000 180 32 2.6 0 0 0 0
"4280" 1958 165 31 1.2 0 1 0 0
"4281" 2500 170 40 14.6 1 0 1 0
"4282" 1200 155 40 22.7 1 1 1 0
"4283" 2900 172 55 26.8 1 0 1 0
"4284" 4000 182 37 3.7 1 0 1 0
"4285" 1800 165 44 26.5 0 1 1 0
"4286" 5000 178 62 27 1 0 1 0
"4287" 1700 189 36 1.1 0 0 1 1
"4288" 4500 189 35 5.3 1 0 1 1
"4289" 200 170 34 16 1 1 1 0
"4290" 325 171 39 12.8 1 1 1 0
"4291" 2700 171 48 20.8 1 0 1 0
"4292" 1600 178 21 1 0 0 1 0
"4293" 2816 175 42 11.7 0 0 1 0
"4294" 1275 163 36 11.4 0 1 1 0
"4295" 2000 168 24 3.7 0 1 1 0
"4296" 1056 158 52 3 1 1 1 0
"4297" 2965 164 49 12.5 0 0 1 1
"4298" 2386 180 31 9 1 0 0 0
"4299" 1062 158 49 0.5 1 1 1 0
"4300" 2800 168 52 2.9 1 0 1 0
"4301" 1700 170 22 1.4 0 1 1 0
"4302" 4200 186 36 7.4 1 0 1 0
"4303" 3100 171 36 11 1 0 1 0
"4304" 315 172 31 1 1 1 1 0
"4305" 3200 174 60 1.8 1 0 1 0
"4306" 2965 178 30 4.8 1 0 1 0
"4307" 2200 174 33 14 0 0 1 0
"4308" 3000 180 33 3.6 1 0 1 0
"4309" 2700 170 32 1.3 0 0 1 0
"4310" 3196 168 25 1.5 0 1 1 1
"4311" 2900 175 45 26 1 0 1 0
"4312" 3500 178 52 31 1 0 1 0
"4313" 1000 167 58 5 0 1 1 0
"4314" 4000 173 40 15.7 1 0 1 0
"4315" 270 156 39 6.3 1 1 1 0
"4316" 315 165 46 16.3 1 1 1 0
"4317" 1600 163 32 10 1 1 1 1
"4318" 2390 158 32 7 0 1 1 0
"4319" 4500 172 34 4.4 0 0 1 1
